,10,100,1000,10000
1/2^1,0.003257274627685547,0.005713224411010742,0.028949975967407227,0.28389978408813477
1/2^2,0.004113912582397461,0.005799531936645508,0.02886033058166504,0.28809070587158203
1/2^3,0.0035257339477539062,0.005694389343261719,0.028693675994873047,0.278393030166626
1/2^4,0.003543853759765625,0.006367921829223633,0.029190778732299805,0.26869702339172363
1/2^5,0.0037310123443603516,0.005780220031738281,0.029089927673339844,0.27529382705688477
1/2^6,0.0035085678100585938,0.005521297454833984,0.029232025146484375,0.2775113582611084
1/2^7,0.003515005111694336,0.0055315494537353516,0.02894735336303711,0.26511311531066895
1/2^8,0.0035283565521240234,0.005568981170654297,0.028763532638549805,0.26162266731262207
1/2^9,0.003676891326904297,0.005538225173950195,0.028720378875732422,0.26168322563171387
1/2^10,-1.0,-1.0,-1.0,-1.0
