,10,100,1000,10000
1/2^1,0.07666666666666667,0.002000000000000001,0.00010000000000000646,0.0002833333333333391
1/2^2,0.17,0.0023333333333333136,9.999999999999677e-05,8.000000000000642e-05
1/2^3,0.33333333333333337,0.015666666666666648,3.3333333333333565e-05,2.333333333333646e-05
1/2^4,0.3666666666666667,0.05499999999999999,9.2148511043888e-18,3.333333333328707e-06
1/2^5,0.3333333333333333,0.14516666666666667,0.0014499999999999878,1.6666666666784074e-06
1/2^6,0.3333333333333333,0.2746666666666666,0.01,2.3333333333330063e-05
1/2^7,0.0,0.0,0.0,0.0
1/2^8,0.0,0.0,0.0,0.0
1/2^9,0.0,0.0,0.0,0.0
1/2^10,0.0,0.0,0.0,0.0
